rxns	kcats	EC_Numbers
r_1453		
r_1454		
r_1455		
r_1456		
r_1457		
r_1458		
r_1479		
r_1480		
r_1481		
r_1482		
r_1483		
r_1484		
r_1485		
r_1486		
r_1487		
r_1488		
r_1509		
r_1510		
r_1511		
r_1512		
r_1513		
r_1514		
r_1515		
r_1516		
r_1517		
r_1518		
r_3963		
r_3964		
r_3965		
r_3966		
r_3967		
r_3968		
r_3969		
r_3970		
r_3971		
r_3972		
r_3975		
r_3976		
r_3977		
r_3978		
r_3979		
r_3980		
r_3981		
r_3982		
r_3983		
r_3984		
r_3985		
r_3986		
r_3988		
r_3989		
r_3990		
r_3991		
r_3992		
r_3993		
r_3994		
r_3995		
r_3997		
r_3998		
r_3999		
r_4000		
r_4001		
r_4002		
r_4003		
r_4004		
r_4006		
r_4007		
r_4008		
r_4009		
r_4010		
r_4011		
r_4012		
r_4013		
r_4014		
r_4015		
r_4016		
r_4017		
r_4018		
r_4019		
r_4020		
r_4021		
r_4022		
r_4023		
r_4024		
r_4025		
r_4026		
r_4027		
r_4028		
r_4029		
r_4030		
r_4031		
r_4032		
r_4033		
r_4034		
r_4035		
r_4036		
r_4037		
r_1542		
r_1543		
r_1545		
r_1546		
r_1547		
r_1548		
r_1549		
r_1550		
r_1551		
r_1552		
r_1553		
r_1554		
r_1560		
r_1562		
r_1563		
r_1564		
r_1565		
r_1566		
r_1567		
r_1568		
r_1572		
r_1573		
r_1574		
r_1575		
r_1576		
r_1577		
r_1578		
r_1579		
r_1580		
r_1581		
r_1582		
r_1583		
r_1585		
r_1586		
r_1587		
r_1588		
r_1589		
r_1590		
r_1591		
r_1595		
r_1596		
r_1597		
r_1598		
r_1599		
r_1600		
r_1601		
r_1603		
r_1604		
r_1605		
r_1606		
r_1607		
r_1608		
r_1609		
r_1610		
r_1611		
r_1613		
r_1614		
r_1615		
r_1616		
r_1617		
r_1618		
r_1620		
r_1621		
r_1622		
r_1623	1	EC6.3.3.2
r_1624	1	EC6.3.3.2
r_1625		
r_1627		
r_1628		
r_1629		
r_1630		
r_1631		
r_1632		
r_1633		
r_1634		
r_1635		
r_1637		
r_1638		
r_1639		
r_1640		
r_1641		
r_1642		
r_1643		
r_1644		
r_1645		
r_1647		
r_1648		
r_1649		
r_1650		
r_1651		
r_1652		
r_1654		
r_1656		
r_1658		
r_1659		
r_1660		
r_1661		
r_1664		
r_1665		
r_1667	940000	EC4.2.1.1
r_1668		
r_1669		
r_1671		
r_1672		
r_1673		
r_1674		
r_1675		
r_1676		
r_1677		
r_1678		
r_1679		
r_1680		
r_1681		
r_1682		
r_1683		
r_1684		
r_1685		
r_1686		
r_1687		
r_1688		
r_1689		
r_1690		
r_1691		
r_1694		
r_1695		
r_1696		
r_1697		
r_1698		
r_1699		
r_1700		
r_1702		
r_1703		
r_1704		
r_1705		
r_1706		
r_1707		
r_1708		
r_1709		
r_1710		
r_1711		
r_1712		
r_1713		
r_1714		
r_1715		
r_1716		
r_1717		
r_1718		
r_1719		
r_1720		
r_1721		
r_1722		
r_1723		
r_1724		
r_1725		
r_1726		
r_1727		
r_1728		
r_1729	25	EC2.7.4.3
r_1730		
r_1731		
r_1732		
r_1733		
r_1734		
r_1735		
r_1736		
r_1737		
r_1738		
r_1739	1.6	EC2.3.1.-
r_1743		
r_1744		
r_1745		
r_1746		
r_1747		
r_1748		
r_1749		
r_1750		
r_1751		
r_1752		
r_1753		
r_1754		
r_1757		
r_1758		
r_1759		
r_1760		
r_1761		
r_1762		
r_1763		
r_1764		
r_1765		
r_1766		
r_1770		
r_1771		
r_1772		
r_1774		
r_1775		
r_1776		
r_1777		
r_1788		
r_1790	0.000828	EC2.7.7.2
r_1791		
r_1792		
r_1793		
r_1794		
r_1795		
r_1796		
r_1797		
r_1798		
r_1800		
r_1801		
r_1802		
r_1803		
r_1805		
r_1806		
r_1807		
r_1808		
r_1809		
r_1810		
r_1811		
r_1812		
r_1813		
r_1814		
r_1815		
r_1816		
r_1817		
r_1818		
r_1819		
r_1820		
r_1821		
r_1822		
r_1823		
r_1824		
r_1825		
r_1826		
r_1827		
r_1829		
r_1830		
r_1831		
r_1832		
r_1833		
r_1834		
r_1835		
r_1836		
r_1837		
r_1839		
r_1840		
r_1841		
r_1842		
r_1843		
r_1844		
r_1845		
r_1846		
r_1847		
r_1848		
r_1849		
r_1850		
r_1851		
r_1852		
r_1853		
r_1854		
r_1855		
r_1856		
r_1857		
r_1858		
r_1859		
r_1860		
r_1861		
r_1862		
r_1863		
r_1864		
r_1865		
r_1866		
r_1867		
r_1868		
r_1869		
r_1870		
r_1871		
r_1872		
r_1873		
r_1874		
r_1875		
r_1876		
r_1877		
r_1878		
r_1879		
r_1880		
r_1881		
r_1882		
r_1883		
r_1884		
r_1885		
r_1886		
r_1887		
r_1889		
r_1890		
r_1891		
r_1892		
r_1893		
r_1895		
r_1896		
r_1897		
r_1898		
r_1899		
r_1900		
r_1901		
r_1902		
r_1903		
r_1904		
r_1905		
r_1906		
r_1907		
r_1908		
r_1909		
r_1910		
r_1911		
r_1912		
r_1913		
r_1914		
r_1915		
r_1916		
r_1919		
r_1920		
r_1921		
r_1922		
r_1923		
r_1924		
r_1925		
r_1926		
r_1927		
r_1928		
r_1929		
r_1930		
r_1931		
r_1932		
r_1935		
r_1936		
r_1937		
r_1938		
r_1939		
r_1940		
r_1941		
r_1942		
r_1943		
r_1944		
r_1945		
r_1946		
r_1947		
r_1952		
r_1963		
r_1964		
r_1965		
r_1966		
r_1967		
r_1968		
r_1970		
r_1971		
r_1972		
r_1974		
r_1975		
r_1976		
r_1977		
r_1978		
r_1979		
r_1980		
r_1981		
r_1984		
r_1987		
r_1988		
r_1989		
r_1990		
r_1991		
r_1992		
r_1993		
r_1994		
r_1995		
r_1996		
r_1997		
r_1998		
r_1999		
r_2000		
r_2001		
r_2002		
r_2003		
r_2004		
r_2005		
r_2008		
r_2020		
r_2022		
r_2023		
r_2024		
r_2025	131	EC2.7.1.35
r_2026		
r_2027		
r_2028		
r_2030		
r_2031		
r_2032		
r_2033		
r_2036		
r_2037		
r_2038		
r_2039		
r_2040		
r_2041		
r_2042		
r_2043		
r_2044		
r_2045		
r_2046		
r_2049		
r_2050		
r_2051		
r_2052		
r_2053		
r_2054		
r_2055		
r_2056		
r_2057		
r_2058		
r_2060		
r_2061		
r_2062		
r_2063		
r_2064	929.04	EC3.1.3.2
r_2065		
r_2066		
r_2067		
r_2068		
r_2069		
r_2070		
r_2071		
r_2072		
r_2073		
r_2074		
r_2075		
r_2080		
r_2082		
r_2083		
r_2084		
r_2085		
r_2086		
r_2087		
r_2089		
r_2090		
r_2091		
r_2092		
r_2093		
r_2094		
r_2095		
r_2096		
r_2097		
r_2098		
r_2099		
r_2100		
r_2101		
r_2102		
r_2103		
r_2104		
r_2105		
r_2106		
r_2107		
r_2108		
r_2111		
r_2125		
r_2129		
r_2134		
r_2136		
r_2137		
r_2139		
r_2184		
r_2185		
r_2186		
r_2187		
r_2188		
r_2189		
r_2190		
r_2191		
r_2192		
r_2193		
r_2229		
r_2230		
r_2231		
r_2812		
r_2813		
r_2814		
r_2815		
r_2816		
r_2817		
r_2818		
r_2819		
r_3332		
r_3333		
r_3334		
r_3335		
r_3336		
r_3337		
r_3338		
r_3339		
r_3340		
r_3341		
r_3342		
r_3343		
r_3344		
r_3345		
r_3346		
r_3347		
r_3508		
r_3509		
r_3510		
r_3511		
r_3512		
r_3513		
r_3514		
r_3515		
r_3516		
r_3517		
r_3518		
r_3519		
r_3520		
r_3521		
r_3522		
r_3523		
r_3524		
r_3525		
r_3526		
r_3527		
r_3528		
r_3529		
r_3530		
r_3531		
r_3532		
r_3533		
r_3534		
r_3535		
r_3536		
r_3537		
r_3538		
r_3539		
r_3540		
r_3541		
r_3542		
r_3543		
r_3544		
r_3545		
r_3546		
r_3547		
r_3548		
r_3549		
r_3550		
r_3551		
r_3552		
r_3553		
r_3554		
r_3555		
r_3556		
r_3557		
r_3558		
r_3559		
r_3560		
r_3561		
r_3562		
r_3563		
r_3564		
r_3565		
r_3566		
r_3567		
r_3568		
r_3569		
r_3570		
r_3571		
r_3572		
r_3573		
r_3574		
r_3575		
r_3576		
r_3577		
r_3578		
r_3579		
r_3580		
r_3581		
r_3582		
r_3583		
r_3584		
r_3585		
r_3586		
r_3587		
r_3588		
r_3589		
r_3590		
r_3591		
r_3592		
r_3593		
r_3594		
r_3595		
r_3596		
r_3597		
r_3598		
r_3599		
r_3600		
r_3601		
r_3602		
r_3603		
r_3604		
r_3605		
r_3606		
r_3607		
r_3608		
r_3609		
r_3610		
r_3611		
r_3612		
r_3613		
r_3614		
r_3615		
r_3616		
r_3617		
r_3618		
r_3619		
r_3620		
r_3621		
r_3622		
r_3623		
r_3624		
r_3625		
r_3626		
r_3627		
r_3628		
r_3629		
r_3630		
r_3631		
r_3632		
r_3633		
r_3634		
r_3635		
r_3636		
r_3637		
r_3638		
r_3639		
r_3640		
r_3641		
r_3642		
r_3643		
r_3644		
r_3645		
r_3646		
r_3647		
r_3648		
r_3649		
r_3650		
r_3651		
r_3652		
r_3653		
r_3654		
r_3655		
r_3656		
r_3657		
r_3658		
r_3659		
r_3660		
r_3661		
r_3662		
r_3663		
r_3664		
r_3665		
r_3666		
r_3667		
r_3668		
r_3669		
r_3670		
r_3671		
r_3672		
r_3673		
r_3674		
r_3675		
r_3676		
r_3677		
r_3678		
r_3679		
r_3680		
r_3681		
r_3682		
r_3683		
r_3684		
r_3685		
r_3686		
r_3687		
r_3688		
r_3689		
r_3690		
r_3691		
r_3692		
r_3693		
r_3694		
r_3695		
r_3696		
r_3697		
r_3698		
r_3699		
r_3700		
r_3701		
r_3702		
r_3703		
r_3704		
r_3705		
r_3706		
r_3707		
r_3708		
r_3709		
r_3710		
r_3711		
r_3712		
r_3713		
r_3714		
r_3715		
r_3716		
r_3717		
r_3718		
r_3719		
r_3720		
r_3721		
r_3722		
r_3723		
r_3724		
r_3725		
r_3726		
r_3727		
r_3728		
r_3729		
r_3730		
r_3731		
r_3732		
r_3733		
r_3734		
r_3735		
r_3736		
r_3737		
r_3738		
r_3739		
r_3740		
r_3741		
r_3742		
r_3743		
r_3744		
r_3745		
r_3746		
r_3747		
r_3748		
r_3749		
r_3750		
r_3751		
r_3752		
r_3753		
r_3754		
r_3755		
r_3756		
r_3757		
r_3758		
r_3759		
r_3760		
r_3761		
r_3762		
r_3763		
r_3764		
r_3765		
r_3766		
r_3767		
r_3768		
r_3769		
r_3770		
r_3771		
r_3772		
r_3773		
r_3774		
r_3775		
r_3776		
r_3777		
r_3778		
r_3779		
r_3780		
r_3781		
r_3782		
r_3783		
r_3784		
r_3785		
r_3786		
r_3787		
r_3788		
r_3789		
r_3790		
r_3791		
r_3792		
r_3793		
r_3794		
r_3795		
r_3796		
r_3797		
r_3798		
r_3799		
r_3800		
r_3801		
r_3802		
r_3803		
r_3804		
r_3805		
r_3806		
r_3807		
r_3808		
r_3809		
r_3810		
r_3811		
r_3812		
r_3813	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3814	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3815	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3816	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3817	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3818	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3819	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3820	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3821	127.5	EC3.6.3.1
r_3822	127.5	EC3.6.3.1
r_3823	127.5	EC3.6.3.1
r_3824	127.5	EC3.6.3.1
r_3825	127.5	EC3.6.3.1
r_3826	127.5	EC3.6.3.1
r_3827	127.5	EC3.6.3.1
r_3828	127.5	EC3.6.3.1
r_3829		
r_3830		
r_3831		
r_3832		
r_3833		
r_3834		
r_3835		
r_3836		
r_3837		
r_3838		
r_3839		
r_3840		
r_3841		
r_3842		
r_3843		
r_3844		
r_3845		
r_3846		
r_3847		
r_3848		
r_3849		
r_3850		
r_3851		
r_3852		
r_3853		
r_3854		
r_3855		
r_3856		
r_3857		
r_3858		
r_3859		
r_3860		
r_3861		
r_3862		
r_3863		
r_3864		
r_3865		
r_3866		
r_3867		
r_3868		
r_3869		
r_3870		
r_3871		
r_3872		
r_3873		
r_3874		
r_3875		
r_3876		
r_3877		
r_3878		
r_3879		
r_3880		
r_3881		
r_3882		
r_3883		
r_3884		
r_3885	127.5	EC3.6.3.1
r_3886	127.5	EC3.6.3.1
r_3887	127.5	EC3.6.3.1
r_3888	127.5	EC3.6.3.1
r_3889	127.5	EC3.6.3.1
r_3890	127.5	EC3.6.3.1
r_3891	127.5	EC3.6.3.1
r_3892	127.5	EC3.6.3.1
r_3893	127.5	EC3.6.3.1
r_3894	127.5	EC3.6.3.1
r_3895	127.5	EC3.6.3.1
r_3896	127.5	EC3.6.3.1
r_3897	127.5	EC3.6.3.1
r_3898	127.5	EC3.6.3.1
r_3899	127.5	EC3.6.3.1
r_3900	127.5	EC3.6.3.1
r_3901		
r_3902		
r_3903		
r_3904		
r_3905		
r_3906		
r_3907		
r_3908		
r_3909		
r_3910		
r_3911		
r_3912		
r_3913		
r_3914		
r_3915		
r_3916		
r_3917		
r_3918		
r_3919		
r_3920		
r_3921		
r_3922		
r_3923		
r_3924		
r_3925		
r_3926		
r_3927		
r_3928		
r_3929		
r_3930		
r_3931		
r_3932		
r_3933		
r_3934		
r_3935		
r_3936		
r_3937		
r_3938		
r_3939		
r_3940		
r_3941		
r_3942		
r_3943		
r_3944		
r_3945		
r_3946		
r_3947		
r_3948		
r_3949		
r_3950		
r_3951		
r_3952		
r_3953		
r_3954		
r_3955		
r_3956		
r_3957		
r_3958		
r_3959		
r_3960		
r_3961		
r_3962		
r_3973		
r_3987		
r_3996		
r_4005		
r_4038		
r_4040		
r_4043		
r_4044		
r_4041		
r_4046		
r_4047		
r_4048		
r_4049		
r_4050		
r_4051		
r_4052		
r_4053		
r_4054		
r_4055		
r_4056		
r_4057		
r_4058		
r_4059		
r_4060		
r_4061		
r_4063		
r_4065		
r_4066		
r_4067		
r_4068		
r_4069		
r_4070		
r_4071		
r_4072		
r_4073		
r_4074		
r_4075		
r_4076		
r_4077		
r_4078		
r_4079		
r_4080		
r_4081		
r_4082		
r_4083		
r_4084		
r_4085		
r_4086		
r_4087		
r_4088		
r_4089		
r_4090		
r_4091		
r_4092		
r_4093		
r_4094		
r_4095		
r_4096		
r_4097		
r_4098		
r_4099		
r_4100		
r_4101		
r_4102		
r_4103		
r_4104		
r_4105		
r_4106		
r_4107		
r_4108		
r_4109		
r_4110		
r_4111		
r_4112		
r_4113		
r_4114		
r_4115		
r_4116		
r_4117		
r_4118		
r_4119		
r_4120		
r_4121		
r_4122		
r_4123		
r_4124		
r_4125		
r_4126		
r_4127		
r_4128		
r_4129		
r_4130		
r_4131		
r_4132		
r_4133		
r_4134		
r_4135		
r_4136		
r_4137		
r_4138		
r_4139		
r_4140		
r_4141		
r_4142		
r_4143		
r_4144		
r_4145		
r_4146		
r_4147		
r_4148		
r_4149		
r_4150		
r_4151		
r_4152	6700;6700	EC4.4.1.17;EC4.4.1.-
r_4153	150	EC1.1.1.303
r_4154	150	EC1.1.1.303
r_4155	6.4	EC6.3.5.-
r_4156	23.6;23.6	EC3.4.11.18;EC3.4.11.18
r_4157	23.4;0.028	EC3.1.3.84 EC3.2.2.-;EC3.1.3.84
r_4158	4.17	EC1.6.5.5
r_4159	0.33	EC2.4.1.141
r_4160	35	EC3.6.1.13
r_4161		
r_4162		
r_4163		
r_4164	60	EC6.-.-.-
r_4165	138.72	EC3.2.1.84
r_4166	138.72	EC3.2.1.84
r_4167		
r_4168		
r_4169		
r_4170	0.45333	EC2.7.8.15
r_4171	38000	EC3.4.-.-
r_4172	25	EC3.6.3.3
r_4173	0.87	EC2.8.1.7
r_4174		
r_4175	11920;11920;11920;11920;11920;11920	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4176	11920;11920;11920;11920;11920;11920	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4177	11920;11920;11920;11920;11920;11920	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4178	144;144;144;144;144;144	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4179	11920;11920;11920;11920;11920;11920	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4180	89.7;89.7;89.7;89.7;89.7;89.7	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4181	25	EC3.6.3.-
r_4183	11920;11920	EC1.1.1.-;EC1.1.1.-
r_4184	0.0276	EC4.1.3.17 EC4.1.1.3
r_4185	7500	EC4.1.3.17 EC4.1.1.3
r_4186	17.9167	EC1.8.4.11
r_4187	5.6	EC6.1.1.15
r_4188	0.64	EC2.3.2.-
r_4189	24	EC4.2.1.96
r_4190	100000	EC1.15.1.1
r_4191	833;833	EC3.1.3.68;EC3.1.3.68
r_4192	0.00018915	EC2.1.1.59
r_4193	0.038;0.038;0.038	EC2.1.1.43;EC2.1.1.43;EC2.1.1.43
r_4194		
r_4195		
r_4196	1100;1100	EC1.6.2.2;EC1.6.2.2
r_4197	1100;1100;1100	EC1.6.2.2;EC1.6.2.2;EC1.6.2.2
r_4198	2.75	EC1.1.1.320
r_4199	11.03	EC2.5.1.18
r_4200	11.03;99830	EC2.5.1.18;EC2.5.1.18 EC1.8.5.1
r_4201	11.03	EC2.5.1.18
r_4202	14	EC1.8.4.14
r_4203	33300	EC3.4.11.22
r_4204	33300	EC3.4.11.22
r_4205	0.117	EC3.5.2.9
r_4206	23.4	EC4.3.1.16
r_4207	99830	EC2.5.1.18 EC1.8.5.1
r_4208	49915	EC2.5.1.18 EC1.8.5.1
r_4209	49915	EC2.5.1.18 EC1.8.5.1
r_4210	940000;940000	EC4.2.1.69;EC4.2.1.69
r_4211	6249;6249	EC4.3.3.6 EC3.5.1.2;EC4.3.3.6 EC3.5.1.2
r_4212	0.127;0.127	EC4.3.3.6;EC4.3.3.6
r_4214	33300	EC3.4.13.-
r_4215	33300	EC3.4.13.-
r_4216	929.04	EC3.1.3.2
r_4217	2.2	EC1.16.3.1
r_4218	979	EC3.1.-.-
r_4219	979	EC3.1.-.-
r_4220	108	EC3.1.3.41
r_4221	161	EC1.1.1.14
r_4222	55.8	EC2.7.1.6
r_4223	266	EC3.1.2.4
r_4224	173.3333;173.3333;173.3333	EC3.6.3.7;EC3.6.3.7;EC3.6.3.7
r_4225	188;188	EC3.1.3.-;EC3.1.3.-
r_4226	6.09	EC2.6.1.2
r_4227	7216	EC3.5.1.4
r_4228	7216	EC3.5.1.4
r_4229	7216	EC3.5.1.4
r_4230	7216	EC3.5.1.4
r_4231	1192	EC3.5.1.4
r_4232	9.5	EC2.7.1.12
r_4233	1.25	EC2.1.1.100
r_4234	0.33	EC2.4.1.198
r_4235	1492	EC2.7.1.2
r_4236	1.25;1.25;1.25;1.25	EC4.2.1.130;EC4.2.1.130;EC4.2.1.130;EC4.2.1.130
r_4237	130	EC3.6.3.8
r_4238	130	EC3.6.3.8
r_4239	0.0667	EC2.3.2.8
r_4240	0.011492	EC2.4.99.18
r_4241	15247.5	EC3.2.1.106
r_4242	70.9	EC2.4.1.232
r_4243	70.9	EC2.4.1.132 EC2.4.1.257
r_4244	70.9	EC2.4.1.132 EC2.4.1.257
r_4245	4200	EC3.2.1.24
r_4246	4200	EC3.2.1.24
r_4247	24.4	EC2.7.7.87
r_4248	17	EC4.3.1.18
r_4249	232	EC2.5.1.47
r_4250	3830	EC3.6.1.43
r_4251	8.92	EC2.7.7.41
r_4252		
r_4253	70.9	EC2.4.1.256
r_4254	83	EC1.14.12.17
r_4255	670	EC1.14.12.17
r_4256	0.133	EC6.3.1.20
r_4258	0.133	EC6.3.1.20
r_4260	170	EC3.5.-.-
r_4261	170	EC3.5.-.-
r_4262	5.3	EC4.2.1.-
r_4263		
r_4264	658	EC1.3.1.6
r_4265	449	EC3.6.1.9
r_4266	449	EC3.6.1.9
r_4267	449	EC3.6.1.9
r_4268	43	EC3.6.1.9
r_4269	449	EC3.6.1.9
r_4270	100000	EC1.15.1.1
r_4271	8.51;3430	EC3.2.1.113;EC3.2.1.-
r_4272	8.51;3430	EC3.2.1.113;EC3.2.1.-
r_4273	57	EC1.13.12.16
r_4274	121;121	EC2.5.1.48;EC2.5.1.48
r_4275	3.92;2;2;2;2;2;2	EC1.16.1.7;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9
r_4276	2	EC1.16.1.9
r_4277	13.8;13.8	EC2.3.1.51;EC2.3.1.51
r_4278	52.7	EC6.3.1.14
r_4279	2.55	EC3.6.1.55
r_4280	0.2	EC2.3.1.181
r_4281	0.2	EC2.3.1.181
r_4282	0.447	EC2.7.1.105 EC3.1.3.46
r_4283	62.3	EC2.7.1.1
r_4284	62.3	EC2.7.1.1
r_4285	62.3	EC2.7.1.1
r_4286	62.3	EC2.7.1.1
r_4287	62.3	EC2.7.1.1
r_4288	1950	EC5.1.3.15
r_4291	67.5	EC1.2.1.3
r_4292	67.5	EC1.2.1.3
r_4293	67.5	EC1.2.1.3
r_4294	67.5	EC1.2.1.3
r_4295	67.5	EC1.2.1.3
r_4296	67.5	EC1.2.1.3
r_4297	67.5	EC1.2.1.3
r_4298	67.5	EC1.2.1.3
r_4299	67.5	EC1.2.1.3
r_4300	67.5	EC1.2.1.3
r_4301	67.5	EC1.2.1.3
r_4302	67.5	EC1.2.1.3
r_4303	67.5	EC1.2.1.3
r_4304	67.5	EC1.2.1.3
r_4305	67.5	EC1.2.1.3
r_4306	67.5	EC1.2.1.3
r_4307	67.5	EC1.2.1.3
r_4308	127.5	EC3.6.3.1
r_4309	1.783	EC3.1.1.-
r_4310	70.9	EC2.4.1.131
r_4311	70.9	EC2.4.1.131
r_4312	0.078	EC2.1.1.22
r_4313	70.9	EC2.4.1.259 EC2.4.1.261
r_4314	70.9	EC2.4.1.259 EC2.4.1.261
r_4315	13	EC1.1.1.26
r_4316	70.9	EC2.4.1.260
r_4317	55	EC3.2.1.10
r_4318	103	EC3.2.1.10
r_4319	129	EC3.2.1.10
r_4320	70.9	EC2.4.1.267
r_4321	70.9	EC2.4.1.265
r_4322	70.9	EC2.4.1.-
r_4323	137.1	EC2.8.1.8
r_4324	137.1	EC2.8.1.8
r_4325		
r_4326	10.7;10.7;10.7	EC2.8.1.1;EC2.8.1.1;EC2.8.1.1
r_4327		
r_4328	0.29	EC2.4.1.117
r_4329		
r_4330	11920	EC1.1.1.65
r_4331	83.46;83.46	EC3.2.1.14;EC3.2.1.14
r_4332		
r_4333	1150;1150	EC3.6.1.11;EC3.6.1.10 EC3.6.1.- EC3.6.1.11
r_4334	25	EC3.6.3.54
r_4335	1550	EC3.6.1.10 EC3.6.1.- EC3.6.1.11
r_4336	17.5	EC3.5.-.-
r_4337		
r_4338	129	EC3.2.1.10
r_4339		
r_4340	1.6	EC2.3.1.36 EC2.3.1.48
r_4341		
r_4342		
r_4343		
r_4344		
r_4345		
r_4346		
r_4347		
r_4348		
r_4349		
r_4350		
r_4351		
r_4352		
r_4353		
r_4354		
r_4355		
r_4356		
r_4357		
r_4358		
r_4359		
r_4360		
r_4361		
r_4362		
r_4363		
r_4364		
r_4365		
r_4366		
r_4367		
r_4368		
r_4369		
r_4370		
r_4371		
r_4372		
r_4373		
r_4374		
r_4375		
r_4376		
r_4377		
r_4378		
r_4379		
r_4380		
r_4381		
r_4382		
r_4383		
r_4384		
r_4385		
r_4386		
r_4387		
r_4388		
r_4389		
r_4390		
r_4391		
r_4392		
r_4393		
r_4394		
r_4395		
r_4396		
r_4397		
r_4398		
r_4399		
r_4400		
r_4401		
r_4402		
r_4403	3.46;131	EC3.6.1.11;EC3.6.1.10 EC3.6.1.- EC3.6.1.11
r_4404		
r_4405		
r_4406		
r_4407		
r_4408		
r_4409		
r_4410		
r_4411		
r_4412		
r_4413		
r_4414		
r_4415		
r_4416		
r_4417		
r_4418		
r_4419		
r_4420		
r_4421		
r_4422		
r_4423		
r_4424		
r_4425		
r_4426		
r_4427		
r_4428		
r_4429		
r_4430		
r_4431		
r_4432		
r_4433		
r_4434		
r_4435	833;833	EC3.1.3.21;EC3.1.3.21
r_4436		
r_4437		
r_4438		
r_4439		
r_4440		
r_4441		
r_4442		
r_4443		
r_4444		
r_4445		
r_4446		
r_4447		
r_4448		
r_4449		
r_4450		
r_4451		
r_4452		
r_4453		
r_4454		
r_4455		
r_4456		
r_4457	127.5	EC3.6.3.1
r_4458		
r_4459		
r_4460		
r_4461		
r_4462		
r_4463		
r_4464		
r_4465		
r_4466		
r_4467		
r_4468		
r_4469		
r_4470		
r_4471		
r_4472		
r_4473		
r_4474		
r_4475		
r_4476		
r_4477		
r_4478		
r_4479		
r_4480		
r_4481		
r_4482		
r_4483		
r_4484	121;121;121	EC2.5.1.48;EC2.5.1.48;EC2.5.1.48
r_4485		
r_4486		
r_4487		
r_4488		
r_4489		
r_4490		
r_4491		
r_4492		
r_4493		
r_4494		
r_4495		
r_4496		
r_4497		
r_4498		
r_4499		
r_4500		
r_4501		
r_4502		
r_4503		
r_4504		
r_4505		
r_4506		
r_4507		
r_4508		
r_4509		
r_4510		
r_4511		
r_4512		
r_4513		
r_4514		
r_4515		
r_4516		
r_4517		
r_4518		
r_4519		
r_4520		
r_4521		
r_4522		
r_4523		
r_4524		
r_4525		
r_4526		
r_4527		
r_4528		
r_4529		
r_4530		
r_4531		
r_4532		
r_4533		
r_4534		
r_4535		
r_4536		
r_4537		
r_4538		
r_4539		
r_4540		
r_4541		
r_4542		
r_4543		
r_4544		
r_4545		
r_4546		
r_4547		
r_4548		
r_4549		
r_4550		
r_4551		
r_4552		
r_4553		
r_4554		
r_4555		
r_4556		
r_4557		
r_4558		
r_4559		
r_4560		
r_4561		
r_4562		
r_4563		
r_4564		
r_4565		
r_4566		
r_4567		
r_4568		
r_4569		
r_4570		
r_4571		
r_4572		
r_4573		
r_4574		
r_4575		
r_4576		
r_4577		
r_4578		
r_4579		
r_4580		
r_4581		
r_4582		
r_4583		
r_4584		
r_4585		
r_4586		
r_4587		
r_4588		
r_4589		
r_4590		
r_4591		
r_4592		
r_4593		
r_4594		
r_4595		
r_4596		
r_4597		
r_4598		
r_4599		
r_4600		
r_4601		
r_4602		
r_4603		
r_4604		
r_4605		
r_4606		
r_4607		
r_4608		
r_4609		
r_4610		
r_4611		
r_4612		
r_4613		
r_4614		
r_4615		
r_4616		
r_4617		
r_4618		
r_4619		
r_4620		
r_4621		
r_4622		
r_4623		
r_4624		
r_4625		
r_4626		
r_4627		
r_4628		
r_0003_REV	150	EC1.1.1.4
r_0012_REV	1.5	EC1.2.1.88
r_0018_REV	278;278;7.67	EC2.6.1.39 EC2.6.1.57 EC2.6.1.7;EC2.6.1.39 EC2.6.1.57;EC2.6.1.7
r_0023_REV	9.27	EC4.2.1.33
r_0027_REV	2.5	EC4.2.1.36
r_0060_REV	9.27	EC4.2.1.33
r_0073_REV	38;0.8	EC2.7.4.21 EC2.7.4.24;EC3.6.1.52 EC3.6.1.60
r_0087_REV	16700	EC5.3.1.23
r_0088_REV	38	EC2.7.4.21 EC2.7.4.24
r_0089_REV	38	EC2.7.4.21 EC2.7.4.24
